,SampleID,PlotName,Site,TrapName,Species,BiomassSum,Year,N,N_dec,P,P_dec,K,Mg,Ca,C,C_dec,Qty_C,Qty_N,Qty_P,Molar_C,Molar_N,Molar_P,CNRatio,CPRatio,NPRatio
400,UNI_I4_VAAN ,Unicorn+I4,UNI,I4,VAAN,1956.997963,2016,1.36,0.0136,0.073,0.00073,0.37,0.09,0.32,52.63,0.5263,2.567538397,0.066347183,0.003561283,0.213770921,0.004736818,0.000114977,45.12965039,1859.242967,41.19781455
401,UNI_I6_VAAN,Unicorn+I6,UNI,I6,VAAN,15046.53828,2016,1.06,0.0106,0.072,0.00072,0.34,0.08,0.38,52.47,0.5247,19.68071453,0.397590193,0.027006126,1.63859846,0.028385715,0.000871903,57.726165,1879.335014,32.55603441
402,UNI_I8_VAAN,Unicorn+I8,UNI,I8,VAAN,93.29314545,2016,1.37,0.0137,0.09,0.0009,0.37,0.12,0.61,52.4,0.524,0.121863663,0.00318613,0.000209308,0.010146258,0.000227472,6.76E-06,44.60445397,1501.462241,33.66171105
403,UNI_K1_VAAN,Unicorn+K1,UNI,K1,VAAN,23.38577066,2016,1.06,0.0106,0.065,0.00065,0.34,0.11,0.39,51.36,0.5136,0.029941248,0.000617946,3.79E-05,0.002492881,4.41E-05,1.22E-06,56.50497112,2037.686161,36.06206889
404,UNI_L10_VAAN,Unicorn+L10,UNI,L10,VAAN,2633.812171,2016,1.25,0.0125,0.064,0.00064,0.39,0.09,0.45,52.56,0.5256,3.450907833,0.082070677,0.004202019,0.28731946,0.005859387,0.000135664,49.03575325,2117.878395,43.19049377
405,UNI_L12_VAAN,Unicorn+L12,UNI,L12,VAAN,504.8525058,2016,1.43,0.0143,0.086,0.00086,0.41,0.07,0.33,52.66,0.5266,0.662732967,0.017996736,0.001082321,0.055178546,0.001284866,3.49E-05,42.94497209,1579.09421,36.77017665
406,UNI_L14_VAAN ,Unicorn+L14,UNI,L14,VAAN,678.1022344,2016,1.29,0.0129,0.099,0.00099,0.36,0.08,0.36,52.13,0.5213,0.881203278,0.021806105,0.001673492,0.073368186,0.001556834,5.40E-05,47.1265364,1357.932454,28.81460336
407,UNI_L2_VAAN,Unicorn+L2,UNI,L2,VAAN,33.40182834,2016,1.1,0.011,0.066,0.00066,0.31,0.09,0.39,51.96,0.5196,0.043264589,0.000915917,5.50E-05,0.003602171,6.54E-05,1.77E-06,55.08634589,2030.256195,36.85588802
408,UNI_L4_VAAN ,Unicorn+L4,UNI,L4,VAAN,18362.35014,2016,1.2,0.012,0.078,0.00078,0.39,0.07,0.31,52.96,0.5296,24.24205567,0.549291292,0.035703934,2.018371591,0.039216324,0.001152715,51.46763802,1750.971234,34.02081971
409,UNI_L6_VAAN,Unicorn+L6,UNI,L6,VAAN,2.407990407,2016,1.3,0.013,0.083,0.00083,0.46,0.12,0.45,51.91,0.5191,0.003116011,7.80E-05,4.98E-06,0.000259436,5.57E-06,1.61E-07,46.56667017,1612.867066,34.6356538
410,UNI_L8_VAAN,Unicorn+L8,UNI,L8,VAAN,495.5485419,2016,1.28,0.0128,0.073,0.00073,0.45,0.12,0.47,52.1,0.521,0.643601621,0.015812094,0.000901783,0.053585688,0.001128895,2.91E-05,47.46738,1840.519829,38.77441369
411,UNI_N1_VAAN,Unicorn+N1,UNI,N1,VAAN,578.8342776,2016,1.18,0.0118,0.068,0.00068,0.35,0.11,0.54,53.03,0.5303,0.765189623,0.01702666,0.000981197,0.063708995,0.001215608,3.17E-05,52.40915135,2011.121699,38.3734834
412,UNI_N11_VAAN,Unicorn+N11,UNI,N11,VAAN,156.0664187,2016,1.15,0.0115,0.07,0.0007,0.36,0.1,0.4,51.65,0.5165,0.200943052,0.004474047,0.000272333,0.016730336,0.000319422,8.79E-06,52.37692442,1902.820946,36.32937533
413,UNI_N13_VAAN ,Unicorn+N13,UNI,N13,VAAN,7792.511703,2016,1.25,0.0125,0.055,0.00055,0.36,0.1,0.27,52.49,0.5249,10.19640881,0.242817889,0.010683987,0.848943759,0.017335839,0.000344937,48.97044688,2461.158145,50.25802911
414,UNI_N3_VAAN,Unicorn+N3,UNI,N3,VAAN,7190.838664,2016,1.32,0.0132,0.088,0.00088,0.38,0.14,0.45,52.27,0.5227,9.369690563,0.236617401,0.015774493,0.780111947,0.016893158,0.000509286,46.17916506,1531.776722,33.17029921
415,UNI_N5_VAAN ,Unicorn+N5,UNI,N5,VAAN,1008.301415,2016,1.31,0.0131,0.075,0.00075,0.37,0.09,0.35,52.31,0.5231,1.314826051,0.032927206,0.001885145,0.109471226,0.002350818,6.09E-05,46.56728647,1798.660073,38.62497064
416,UNI_N7_VAAN,Unicorn+N7,UNI,N7,VAAN,80.61971293,2016,1.25,0.0125,0.067,0.00067,0.46,0.1,0.36,52.36,0.5236,0.105228672,0.002512144,0.000134651,0.008761244,0.000179353,4.35E-06,48.84916363,2015.349968,41.25659106
417,UNI_N9_VAAN ,Unicorn+N9,UNI,N9,VAAN,15.78014445,2016,1.08,0.0108,0.059,0.00059,0.32,0.07,0.36,50.89,0.5089,0.020018735,0.000424842,2.32E-05,0.001666742,3.03E-05,7.49E-07,54.95107626,2224.365122,40.47900921
418,BL_A1_BEPA,Bloomfield+A1,BL,A1,BEPA,62.63556428,2017,1.66,0.0166,0.1,0.001,1.47,0.13,0.23,50.3,0.503,0.078538424,0.002591924,0.00015614,0.006539038,0.000185049,5.04E-06,35.33681514,1297.160223,36.70846446
419,BL_A7_BEPA,Bloomfield+A7,BL,A7,BEPA,3.579134534,2017,2.07,0.0207,0.325,0.00325,2.83,0.27,0.23,48.2,0.482,0.004300493,0.000184689,2.90E-05,0.000358055,1.32E-05,9.36E-07,27.15464942,382.4629009,14.08461936
420,BL_A7_VAAN,Bloomfield+A7,BL,A7,VAAN,829.6625254,2017,0.75,0.0075,0.093,0.00093,0.45,0.09,0.23,49.4,0.494,1.021695843,0.015511577,0.001923435,0.08506547,0.00110744,6.21E-05,76.81272865,1369.839351,17.8334942
421,BL_C2_VAAN,Bloomfield+C2,BL,C2,VAAN,17.34555892,2017,1.49,0.0149,0.126,0.00126,0.5,0.19,0.54,48.7,0.487,0.021057677,0.00064427,5.45E-05,0.001753243,4.60E-05,1.76E-06,38.11625294,996.7449721,26.15013007
422,BL_C4_BEPA,Bloomfield+C4,BL,C4,BEPA,1.753085333,2017,1.2,0.012,0.233,0.00233,1.92,0.18,0.34,48.8,0.488,0.002132633,5.24E-05,1.02E-05,0.000177561,3.74E-06,3.29E-07,47.42486283,540.119104,11.38894394
423,BL_C4_VAAN,Bloomfield+C4,BL,C4,VAAN,1478.484676,2017,1.62,0.0162,0.133,0.00133,0.52,0.16,0.6,50.6,0.506,1.864921466,0.059706972,0.004901869,0.155271672,0.004262744,0.000158259,36.4252893,981.125387,26.93528056
424,BL_C6_VAAN,Bloomfield+C6,BL,C6,VAAN,1638.98076,2017,1.85,0.0185,0.154,0.00154,0.52,0.14,0.47,51.9,0.519,2.120481153,0.075585552,0.006291986,0.17654934,0.005396385,0.000203139,32.71622128,869.1050522,26.56495824
425,BL_C8_BEPA,Bloomfield+C8,BL,C8,BEPA,15.97159669,2017,2.18,0.0218,0.236,0.00236,3.01,0.29,0.41,46,0.46,0.018314681,0.000867957,9.40E-05,0.001524864,6.20E-05,3.03E-06,24.60757659,502.656689,20.42690743
426,BL_E1_BEPA,Bloomfield+E1,BL,E1,BEPA,398.2356815,2017,1.25,0.0125,0.077,0.00077,1,0.2,0.49,47.6,0.476,0.472541903,0.012409189,0.000764406,0.039343411,0.000885947,2.47E-05,44.40833057,1594.196551,35.89859222
427,BL_E1_VAAN,Bloomfield+E1,BL,E1,VAAN,7.168656322,2017,1.3,0.013,0.077,0.00077,0.36,0.13,0.45,49.7,0.497,0.008881521,0.000232313,1.38E-05,0.000739467,1.66E-05,4.44E-07,44.58415541,1664.528751,37.33453591
428,BL_F5_BEPA,Bloomfield+F5,BL,F5,BEPA,126.9335446,2017,0.63,0.0063,0.029,0.00029,0.15,0.04,0.18,55.5,0.555,0.175615399,0.001993472,9.18E-05,0.014621579,0.000142323,2.96E-06,102.7353586,4935.380295,48.03974369
429,BL_F5_VAAN,Bloomfield+F5,BL,F5,VAAN,2276.137421,2017,1.42,0.0142,0.141,0.00141,0.54,0.14,0.45,45.1,0.451,2.558987852,0.080571236,0.008000383,0.21305901,0.005752335,0.000258295,37.03869742,824.8653616,22.27036638
430,BL_I10_VAAN,Bloomfield+I10,BL,I10,VAAN,1260.61552,2017,0.94,0.0094,0.111,0.00111,0.4,0.11,0.41,48,0.48,1.508401968,0.029539539,0.00348818,0.125588181,0.002108958,0.000112617,59.54988008,1115.177237,18.72677553
431,BL_I6_VAAN,Bloomfield+I6,BL,I6,VAAN,365.8585944,2017,1.42,0.0142,0.104,0.00104,0.55,0.12,0.4,48.2,0.482,0.439595768,0.012950747,0.000948505,0.036600345,0.000924611,3.06E-05,39.58459458,1195.196565,30.19347749
432,BL_J1_VAAN,Bloomfield+J1,BL,J1,VAAN,3301.484313,2017,1.25,0.0125,0.104,0.00104,0.47,0.07,0.19,47.7,0.477,3.925733559,0.102875617,0.008559251,0.326853019,0.007344743,0.000276339,44.50162538,1182.798261,26.5787654
433,BL_N1_ACRU,Bloomfield+N1,BL,N1,ACRU,127.1648916,2017,1.45,0.0145,0.229,0.00229,0.86,0.23,0.61,46.8,0.468,0.148356399,0.004596512,0.000725932,0.012352019,0.000328165,2.34E-05,37.6396311,527.0308144,14.00201859
434,BL_N1_VAAN,Bloomfield+N1,BL,N1,VAAN,416.7094977,2017,1.38,0.0138,0.13,0.0013,0.54,0.12,0.34,47.1,0.471,0.489268786,0.014335264,0.001350423,0.040736076,0.001023458,4.36E-05,39.80240626,934.3362362,23.4743656
435,BL_N11_BEPA,Bloomfield+N11,BL,N11,BEPA,4.912847506,2017,1.29,0.0129,0.219,0.00219,2.2,0.33,0.65,47.6,0.476,0.005829529,0.000157985,2.68E-05,0.000485361,1.13E-05,8.66E-07,43.03132807,560.5165954,13.0257796
436,BL_N11_VAAN,Bloomfield+N11,BL,N11,VAAN,382.4076385,2017,1.04,0.0104,0.097,0.00097,0.36,0.12,0.51,46.8,0.468,0.446134301,0.009914096,0.00092468,0.037144738,0.000707811,2.99E-05,52.47833182,1244.227387,23.70935476
437,BL_N3_VAAN,Bloomfield+N3,BL,N3,VAAN,224.4982958,2017,1.05,0.0105,0.082,0.00082,0.38,0.07,0.35,50,0.5,0.279818392,0.005876186,0.000458902,0.023297426,0.000419527,1.48E-05,55.53262627,1572.467903,28.31610909
438,BL_N7_ACRU,Bloomfield+N7,BL,N7,ACRU,201.201519,2017,1.61,0.0161,0.083,0.00083,0.9,0.22,0.7,50.2,0.502,0.251784027,0.008075145,0.000416296,0.02096331,0.00057652,1.34E-05,36.36179789,1559.736597,42.89492509
439,DP_A1_ABBA,Dunphys Pond+A1,DP,A1,ABBA,12.58625613,2017,1.23,0.0123,0.133,0.00133,1.09,0.1,0.4,48.5,0.485,0.015217086,0.000385918,4.17E-05,0.001266961,2.76E-05,1.35E-06,45.98372346,940.4067445,20.45086117
440,DP_A1_ACRU,Dunphys Pond+A1,DP,A1,ACRU,404.2594443,2017,1.35,0.0135,0.097,0.00097,0.98,0.21,0.51,45.7,0.457,0.460542356,0.013604643,0.000977519,0.038344339,0.000971295,3.16E-05,39.47752698,1214.982726,30.77656628
441,DP_A1_BEPA,Dunphys Pond+A1,DP,A1,BEPA,16.07924027,2017,1.38,0.0138,0.144,0.00144,1.14,0.15,0.32,46.9,0.469,0.018798862,0.000553144,5.77E-05,0.001565176,3.95E-05,1.86E-06,39.63339392,839.9162586,21.19213561
442,DP_A11_ABBA,Dunphys Pond+A11,DP,A11,ABBA,48.82617295,2017,0.86,0.0086,0.054,0.00054,0.71,0.07,0.48,49,0.49,0.059640595,0.001046753,6.57E-05,0.004965622,7.47E-05,2.12E-06,66.44543305,2340.065198,35.21784855
443,DP_A11_ACRU,Dunphys Pond+A11,DP,A11,ACRU,183.8369382,2017,1.34,0.0134,0.111,0.00111,0.98,0.17,0.39,48.2,0.482,0.220888456,0.006140882,0.000508685,0.018390973,0.000438425,1.64E-05,41.94785396,1119.823809,26.69561618
444,DP_A11_BEPA,Dunphys Pond+A11,DP,A11,BEPA,4.126797564,2017,1.44,0.0144,0.17,0.0017,1.13,0.2,0.39,45.9,0.459,0.004721925,0.000148139,1.75E-05,0.000393143,1.06E-05,5.65E-07,37.17215171,696.2887875,18.73146309
445,DP_A11_VAAN,Dunphys Pond+A11,DP,A11,VAAN,812.6724637,2017,1.03,0.0103,0.047,0.00047,0.4,0.07,0.25,46.5,0.465,0.942023422,0.020866325,0.000952153,0.078432017,0.001489739,3.07E-05,52.64816461,2551.412815,48.4615719
446,DP_C14_ABBA,Dunphys Pond+C14,DP,C14,ABBA,29.63327534,2017,0.97,0.0097,0.098,0.00098,0.68,0.1,0.54,52.6,0.526,0.038856046,0.000716547,7.24E-05,0.003235119,5.12E-05,2.34E-06,63.23849379,1384.156849,21.88788452
447,DP_C14_ACRU,Dunphys Pond+C14,DP,C14,ACRU,462.8263343,2017,1.35,0.0135,0.133,0.00133,1.19,0.15,0.53,48.1,0.481,0.554953177,0.015575609,0.001534486,0.046204899,0.001112011,4.95E-05,41.55074503,932.6508125,22.44606714
448,DP_C4_ABBA,Dunphys Pond+C4,DP,C4,ABBA,661.9357186,2017,1.18,0.0118,0.086,0.00086,0.78,0.08,0.63,50.1,0.501,0.826697732,0.019471124,0.001419082,0.068830104,0.001390129,4.58E-05,49.51345432,1502.328521,30.34182409
449,DP_C4_ACRU,Dunphys Pond+C4,DP,C4,ACRU,27.68300237,2017,1.45,0.0145,0.185,0.00185,1.39,0.16,0.43,47.4,0.474,0.032710316,0.001000632,0.000127667,0.002723431,7.14E-05,4.12E-06,38.12219047,660.7425131,17.33222842
450,DP_C4_BEPA,Dunphys Pond+C4,DP,C4,BEPA,3.59764446,2017,1.57,0.0157,0.134,0.00134,1.82,0.29,0.67,46.8,0.468,0.004197177,0.000140803,1.20E-05,0.000349453,1.01E-05,3.88E-07,34.76271662,900.6720634,25.90913919
451,DP_C4_VAAN,Dunphys Pond+C4,DP,C4,VAAN,698.3102122,2017,1.2,0.012,0.072,0.00072,0.38,0.1,0.38,49.6,0.496,0.863422324,0.02088925,0.001253355,0.07188776,0.001491376,4.05E-05,48.2023196,1776.539293,36.85588802
452,DP_F9_ACRU,Dunphys Pond+F9,DP,F9,ACRU,100.6292434,2017,1.52,0.0152,0.104,0.00104,0.88,0.23,0.57,47.3,0.473,0.118652953,0.003812949,0.000260886,0.009878937,0.000272223,8.42E-06,36.28984057,1172.879617,32.31977872
453,DP_F9_BEPA,Dunphys Pond+F9,DP,F9,BEPA,7.701247149,2017,1.27,0.0127,0.129,0.00129,0.87,0.23,0.47,47.4,0.474,0.009099816,0.000243814,2.48E-05,0.000757642,1.74E-05,8.00E-07,43.52533558,947.5764722,21.77068734
454,DP_F9_VAAN,Dunphys Pond+F9,DP,F9,VAAN,1482.170241,2017,0.9,0.009,0.054,0.00054,0.32,0.06,0.25,49.3,0.493,1.821537901,0.033253227,0.001995194,0.151659595,0.002374094,6.44E-05,63.88103108,2354.392128,36.85588802
455,DP_I10_ACRU,Dunphys Pond+I10,DP,I10,ACRU,460.768512,2017,1.82,0.0182,0.119,0.00119,0.98,0.25,0.68,46.7,0.467,0.536405073,0.020904866,0.001366857,0.0446606,0.00149249,4.41E-05,29.92354208,1012.035057,33.82069724
456,DP_I2_ABBA,Dunphys Pond+I2,DP,I2,ABBA,7210.066352,2017,1,0.01,0.094,0.00094,0.68,0.1,0.48,48.7,0.487,8.753090648,0.179734921,0.016895083,0.728774397,0.012832068,0.000545464,56.79321688,1336.062409,23.5250349
457,DP_I2_ACRU,Dunphys Pond+I2,DP,I2,ACRU,14.93599462,2017,1.76,0.0176,0.13,0.0013,1.03,0.12,0.37,46.4,0.464,0.017276085,0.0006553,4.84E-05,0.001438391,4.68E-05,1.56E-06,30.74488127,920.450135,29.93832134
458,DP_I2_BEPA,Dunphys Pond+I2,DP,I2,BEPA,119.3147382,2017,1.56,0.0156,0.147,0.00147,0.7,0.22,0.43,46.7,0.467,0.138900618,0.004639935,0.000437225,0.01156474,0.000331265,1.41E-05,34.91079909,819.2664746,23.46742257
459,DP_I2_VAAN,Dunphys Pond+I2,DP,I2,VAAN,123.506341,2017,1.22,0.0122,0.07,0.0007,0.45,0.09,0.22,48.3,0.483,0.148706376,0.003756144,0.000215516,0.012381158,0.000268168,6.96E-06,46.16946133,1779.404679,38.54072861
460,DP_L12_ABBA,Dunphys Pond+L12,DP,L12,ABBA,68.85488012,2017,0.83,0.0083,0.173,0.00173,0.76,0.13,0.55,48,0.48,0.082388988,0.001424643,0.000296944,0.006859632,0.000101712,9.59E-06,67.44203286,715.518343,10.60938279
461,DP_L12_ACRU,Dunphys Pond+L12,DP,L12,ACRU,536.5069919,2017,1.2,0.012,0.283,0.00283,0.85,0.19,0.48,48,0.48,0.641962747,0.016049069,0.003784905,0.053449237,0.001145814,0.000122197,46.64740606,437.4016726,9.376763029
462,DP_L12_VAAN,Dunphys Pond+L12,DP,L12,VAAN,28510.36271,2017,1.06,0.0106,0.103,0.00103,0.44,0.1,0.33,50.8,0.508,36.1043606,0.753358706,0.073203723,3.006016352,0.053785596,0.002363411,55.8888733,1271.897533,22.75761629
463,DP_L6_ACRU,Dunphys Pond+L6,DP,L6,ACRU,1245.438124,2017,1.85,0.0185,0.164,0.00164,0.96,0.2,0.46,48.4,0.484,1.502659983,0.057436384,0.005091658,0.125110109,0.004100636,0.000164386,30.50992505,761.0744651,24.94514372
464,DP_N5_BEPA,Dunphys Pond+N5,DP,N5,BEPA,2.526956123,2017,2.04,0.0204,0.165,0.00165,1.63,0.23,0.39,49.2,0.492,0.003099246,0.000128505,1.04E-05,0.00025804,9.17E-06,3.36E-07,28.12564189,768.9653949,27.34036784
465,DP_N9_ABBA,Dunphys Pond+N9,DP,N9,ABBA,953.920157,2017,0.99,0.0099,0.109,0.00109,0.69,0.11,0.47,50.8,0.508,1.208005583,0.023541841,0.00259198,0.10057745,0.001680756,8.37E-05,59.84061182,1201.884825,20.08476833
466,DP_N9_ACRU,Dunphys Pond+N9,DP,N9,ACRU,805.1150912,2017,1.64,0.0164,0.106,0.00106,1.06,0.15,0.45,48.4,0.484,0.971396495,0.032915088,0.002127439,0.080877592,0.002349953,6.87E-05,34.41668374,1177.511437,34.21339038
467,DP_N9_BEPA,Dunphys Pond+N9,DP,N9,BEPA,65.8190537,2017,1.96,0.0196,0.255,0.00255,1.53,0.27,0.5,48.1,0.481,0.078920516,0.003215888,0.000418394,0.006570851,0.000229596,1.35E-05,28.61913561,486.4414042,16.99706836
468,DP_N9_VAAN,Dunphys Pond+N9,DP,N9,VAAN,1615.997567,2017,1.39,0.0139,0.106,0.00106,0.43,0.1,0.38,49.9,0.499,2.010177704,0.05599493,0.004270117,0.167365574,0.003997725,0.000137862,41.86520796,1214.00456,28.99793453
469,TN_A11_ACRU,TNNP North+A11,TN,A11,ACRU,55.69109314,2017,1.26,0.0126,0.088,0.00088,0.68,0.18,0.59,47.9,0.479,0.0664989,0.00174924,0.000122169,0.005536638,0.000124886,3.94E-06,44.33354664,1403.713507,31.66255834
470,TN_C10_ACRU,TNNP North+C10,TN,C10,ACRU,3.86461244,2017,1.45,0.0145,0.167,0.00167,0.72,0.26,0.45,48.5,0.485,0.004672409,0.000139691,1.61E-05,0.000389021,9.97E-06,5.19E-07,39.00688266,748.9466887,19.2003728
471,TN_C14_BEPA,TNNP North+C14,TN,C14,BEPA,3.043632975,2017,1.1,0.011,0.15,0.0015,1.51,0.18,0.2,48.4,0.484,0.003672238,8.35E-05,1.14E-05,0.000305747,5.96E-06,3.67E-07,51.31214667,832.1080818,16.21659073
472,TN_C14_VAAN,TNNP North+C14,TN,C14,VAAN,135.5374332,2017,0.72,0.0072,0.055,0.00055,0.34,0.11,0.25,49.3,0.493,0.166570995,0.00243268,0.00018583,0.01386855,0.00017368,6.00E-06,79.85128885,2311.584998,28.94862477
473,TN_C4_ABBA,TNNP North+C4,TN,C4,ABBA,478.3611767,2017,1.21,0.0121,0.114,0.00114,0.96,0.08,0.34,51.1,0.511,0.609354509,0.014428942,0.001359421,0.050734304,0.001030146,4.39E-05,49.24963739,1155.957019,23.47138132
474,TN_F1_ABBA,TNNP North+F1,TN,F1,ABBA,71.39375318,2017,1.42,0.0142,0.207,0.00207,0.92,0.1,0.52,51.8,0.518,0.092189865,0.002527213,0.000368404,0.007675645,0.000180429,1.19E-05,42.54112032,645.3347503,15.16966985
475,TN_F1_ACRU,TNNP North+F1,TN,F1,ACRU,2.503455132,2017,1.2,0.012,0.138,0.00138,0.45,0.17,0.48,50.1,0.501,0.003126589,7.49E-05,8.61E-06,0.000260317,5.35E-06,2.78E-07,48.68823008,936.2337159,19.22915896
476,TN_F1_VAAN,TNNP North+F1,TN,F1,VAAN,923.6027125,2017,1.16,0.0116,0.103,0.00103,0.38,0.09,0.41,51.9,0.519,1.19493907,0.026707694,0.002371459,0.099489544,0.00190678,7.66E-05,52.17673221,1299.438622,24.90456122
477,TN_F11_ABBA,TNNP North+F11,TN,F11,ABBA,3.149605829,2017,1.21,0.0121,0.132,0.00132,0.87,0.09,0.29,51.6,0.516,0.004051344,9.50E-05,1.04E-05,0.000337311,6.78E-06,3.35E-07,49.73153208,1008.094878,20.27073841
478,TN_F11_ACRU,TNNP North+F11,TN,F11,ACRU,1368.806187,2017,1.4,0.014,0.171,0.00171,0.84,0.19,0.53,50.4,0.504,1.71975151,0.047770875,0.005834871,0.143184953,0.003410573,0.000188381,41.98266546,760.0813275,18.10464674
479,TN_F11_BEPA,TNNP North+F11,TN,F11,BEPA,24.085095,2017,2.02,0.0202,0.219,0.00219,1.26,0.24,0.44,49.6,0.496,0.029779901,0.00121281,0.000131488,0.002479448,8.66E-05,4.25E-06,28.63504135,584.0677128,20.3969572
480,TN_F13_ABBA,TNNP North+F13,TN,F13,ABBA,13.87066949,2017,1.06,0.0106,0.105,0.00105,0.85,0.09,0.48,51.3,0.513,0.017738136,0.000366519,3.63E-05,0.001476861,2.62E-05,1.17E-06,56.43896064,1259.951139,22.32413788
481,TN_F13_BEPA,TNNP North+F13,TN,F13,BEPA,3.590789621,2017,1.54,0.0154,0.12,0.0012,1.31,0.18,0.35,50.1,0.501,0.004484571,0.000137849,1.07E-05,0.000373381,9.84E-06,3.47E-07,37.93888058,1076.668773,28.37903377
482,TN_F13_VAAN,TNNP North+F13,TN,F13,VAAN,229.2923962,2017,1.39,0.0139,0.066,0.00066,0.38,0.12,0.45,52.7,0.527,0.301226705,0.007945069,0.000377248,0.025079863,0.000567233,1.22E-05,44.2143579,2059.170544,46.57244031
483,TN_F9_BEPA,TNNP North+F9,TN,F9,BEPA,9.723770448,2017,1.95,0.0195,0.194,0.00194,1.37,0.34,0.64,49.6,0.496,0.012022909,0.000472675,4.70E-05,0.001001017,3.37E-05,1.52E-06,29.66296591,659.3341707,22.22752009
484,TN_F9_VAAN,TNNP North+F9,TN,F9,VAAN,4.239094005,2017,1.41,0.0141,0.116,0.00116,0.46,0.18,0.44,51.2,0.512,0.005410485,0.000149,1.23E-05,0.000450472,1.06E-05,3.96E-07,42.34658139,1138.24987,26.8793804
485,TN_G14_BEPA,TNNP North+G14,TN,G14,BEPA,241.8056883,2017,1.99,0.0199,0.256,0.00256,1.6,0.35,0.61,49.7,0.497,0.299582269,0.011995346,0.00154312,0.024942948,0.000856401,4.98E-05,29.12532765,500.6590385,17.18981652
486,TN_I10_ACRU,TNNP North+I10,TN,I10,ACRU,1238.506544,2017,1.61,0.0161,0.103,0.00103,0.86,0.23,0.52,50.2,0.502,1.549869837,0.049706981,0.003180012,0.129040758,0.0035488,0.000102668,36.36179789,1256.875122,34.56581342
487,TN_I10_BEPA,TNNP North+I10,TN,I10,BEPA,20.63736123,2017,1.51,0.0151,0.15,0.0015,0.77,0.16,0.37,51.2,0.512,0.026340095,0.000776827,7.72E-05,0.002193052,5.55E-05,2.49E-06,39.54217203,880.2465659,22.26095636
488,TN_I10_VAAN,TNNP North+I10,TN,I10,VAAN,553.8081006,2017,1.52,0.0152,0.085,0.00085,0.41,0.14,0.44,52.3,0.523,0.72202826,0.020984378,0.001173468,0.060115419,0.001498167,3.79E-05,40.12597594,1586.749612,39.54419985
489,TN_I6_ABBA,TNNP North+I6,TN,I6,ABBA,116.776216,2017,1.19,0.0119,0.149,0.00149,1.03,0.1,0.35,51.7,0.517,0.15050057,0.003464133,0.000433744,0.012530541,0.00024732,1.40E-05,50.6653549,894.8081112,17.66114365
490,TN_I6_ACRU,TNNP North+I6,TN,I6,ACRU,174.7971932,2017,1.1,0.011,0.069,0.00069,0.69,0.15,0.54,49.2,0.492,0.214384193,0.004793143,0.000300661,0.017849434,0.000342204,9.71E-06,52.16028132,1838.830292,35.2534581
491,TN_I6_VAAN,TNNP North+I6,TN,I6,VAAN,161.2126596,2017,1.35,0.0135,0.059,0.00059,0.36,0.1,0.35,51.8,0.518,0.2081719,0.005425329,0.000237107,0.017332204,0.000387338,7.66E-06,44.74695619,2264.140564,50.59876151
492,TN_L12_ACRU,TNNP North+L12,TN,L12,ACRU,7.079644512,2017,1.35,0.0135,0.305,0.00305,0.66,0.28,0.56,49.9,0.499,0.008806538,0.000238253,5.38E-05,0.000733224,1.70E-05,1.74E-06,43.10565857,421.9163388,9.787957145
493,TN_L12_VAAN,TNNP North+L12,TN,L12,VAAN,114.8414193,2017,1.25,0.0125,0.089,0.00089,0.36,0.14,0.37,52.7,0.527,0.150869819,0.003578506,0.00025479,0.012561284,0.000255485,8.23E-06,49.16636599,1527.025348,31.0583326
494,TN_L14_BEPA,TNNP North+L14,TN,L14,BEPA,9.624294893,2017,2.87,0.0287,0.304,0.00304,1.36,0.24,0.62,49.8,0.498,0.011947897,0.000688564,7.29E-05,0.000994771,4.92E-05,2.35E-06,20.23554723,422.4559164,20.87692078
495,TN_L8_ACRU,TNNP North+L8,TN,L8,ACRU,146.7940378,2017,1.73,0.0173,0.1,0.001,0.87,0.19,0.45,50.3,0.503,0.184064318,0.006330642,0.000365933,0.015325028,0.000451972,1.18E-05,33.90700181,1297.160223,38.25641176
496,TN_N7_ABBA,TNNP North+N7,TN,N7,ABBA,409.4491084,2017,1.23,0.0123,0.077,0.00077,0.7,0.07,0.29,51.9,0.519,0.529737224,0.012554466,0.00078593,0.044105441,0.000896319,2.54E-05,49.20732469,1738.210104,35.32421475
497,TN_N7_ACRU,TNNP North+N7,TN,N7,ACRU,142.4152301,2017,1.42,0.0142,0.07,0.0007,0.57,0.17,0.45,50,0.5,0.1775087,0.005041247,0.000248512,0.014779214,0.000359917,8.02E-06,41.06285745,1842.033829,44.85888084
498,TN_N7_BEPA,TNNP North+N7,TN,N7,BEPA,10.91336198,2017,1.8,0.018,0.121,0.00121,0.96,0.22,0.4,50.1,0.501,0.0136298,0.000489693,3.29E-05,0.001134805,3.50E-05,1.06E-06,32.45882005,1067.770684,32.89616451
499,TN_N7_VAAN,TNNP North+N7,TN,N7,VAAN,117.7487232,2017,1.57,0.0157,0.053,0.00053,0.3,0.14,0.44,52.2,0.522,0.153221572,0.004608388,0.00015557,0.012757089,0.000329013,5.02E-06,38.77379931,2539.921363,65.50612549
500,TN_N9_ABBA,TNNP North+N9,TN,N9,ABBA,1629.962066,2017,1.04,0.0104,0.11,0.0011,0.79,0.09,0.37,52.2,0.522,2.121002614,0.042257523,0.004469546,0.176592756,0.003016951,0.000144301,58.53352395,1223.780293,20.90734011
