X	Y	rain	djungle	snouter1.1	snouter1.2	snouter1.3	snouter1.4	snouter1.5	snouter1.6	snouter1.7	snouter1.8	snouter1.9	snouter1.10	snouter2.1	snouter2.2	snouter2.3	snouter2.4	snouter2.5	snouter2.6	snouter2.7	snouter2.8	snouter2.9	snouter2.10	snouter3.1	snouter3.2	snouter3.3	snouter3.4	snouter3.5	snouter3.6	snouter3.7	snouter3.8	snouter3.9	snouter3.10
7	20	1200	2	44.8	65.9	78	48.5	73	66.2	77.5	76.8	52.5	90.1	0	1	1	0	1	1	1	1	0	1	1	7	9	2	8	7	9	9	3	12
8	20	1300	8	51.2	69.8	73.9	53.3	68.8	59.6	67.9	91.6	66.3	83.2	0	1	1	0	1	1	1	1	1	1	3	7	8	3	7	5	7	12	6	10
9	20	1340	5	59.4	60.7	70.3	49.9	73.9	52.8	58.2	93.1	69.5	77.3	1	1	1	0	1	0	0	1	1	1	5	5	7	2	8	3	4	12	7	9
10	20	1410	13	56.7	58.2	74.4	46.5	65.3	50.8	56.4	90.3	64.2	62.1	0	1	1	0	1	0	0	1	1	1	4	4	8	2	6	3	4	11	6	5
11	20	1450	18	51.5	64.5	75.9	58.8	47.4	57.9	60.5	85.5	51.5	47.4	0	1	1	1	0	1	1	1	0	0	3	6	8	4	2	4	5	10	3	2
12	20	1310	15	58.7	56.8	77.9	58.5	51.2	60.9	48.2	87.9	50.5	51.2	1	0	1	1	0	1	0	1	0	0	5	4	9	4	3	5	2	11	3	3
13	20	1140	17	55.1	63.1	81.9	51.1	59.4	54.2	54.1	79.9	69.5	68.4	0	1	1	0	1	0	0	1	1	1	4	6	11	3	5	4	4	10	8	7
14	20	910	1	55.6	69.3	89.3	48.2	80.9	64.8	74.6	85.7	71.9	67.5	0	1	1	0	1	1	1	1	1	1	5	8	14	2	12	7	10	13	9	8
15	20	740	8	53.7	73.2	82.5	59.5	73.5	63.4	67.7	80.7	74.7	64.1	0	1	1	0	1	1	1	1	1	1	4	10	13	6	11	7	9	13	11	8
16	20	630	17	65.7	82.5	72.6	57.2	57.4	63.6	81.7	80	79.3	54.4	1	1	1	0	0	1	1	1	1	0	9	14	11	6	6	8	14	13	13	5
17	20	550	4	73.4	77.5	71.7	67.5	60.4	65.5	85.8	74.5	85.1	59.5	1	1	1	1	0	1	1	1	1	0	12	13	11	10	7	9	16	12	16	7
18	20	440	7	76.5	72.5	74.8	61.9	71.1	68.9	76.8	72.2	83.5	61.1	1	1	1	1	1	1	1	1	1	1	14	12	13	8	12	11	14	12	16	8
19	20	390	12	62	67.6	76.8	79.8	74.5	57	78	68.3	84.9	61.6	1	1	1	1	1	0	1	1	1	1	9	11	14	15	13	7	15	11	17	8
20	20	400	8	60.7	64.2	85.1	77.9	71.2	65	78	66.9	89.1	60.8	1	1	1	1	1	1	1	1	1	1	8	9	17	14	12	10	14	10	19	8
21	20	410	19	49.1	69.5	78.8	77.1	76.3	65.7	72.1	70.5	87.9	63.2	0	1	1	1	1	1	1	1	1	1	4	11	15	14	14	10	12	12	18	9
22	20	420	20	56.2	60.9	75.6	86.8	71.9	60.2	72.3	77.5	92.8	65.5	0	1	1	1	1	0	1	1	1	1	6	8	13	17	12	8	12	14	20	10
23	20	430	16	62.6	54.7	67.2	90.6	73.5	63.7	69.2	81	82.3	70.3	1	0	1	1	1	1	1	1	1	1	9	6	10	19	13	9	11	15	16	11
24	20	530	18	49.9	57.1	64.1	74.9	70.8	62.6	64	77.6	78.9	75.5	0	0	1	1	1	1	1	1	1	1	4	6	9	12	11	8	9	13	14	13
25	20	630	13	56.4	48.4	51.4	70.6	66.6	65.5	68.1	76.3	77.2	73.8	0	0	0	1	1	1	1	1	1	1	6	3	4	10	9	9	9	12	12	11
26	20	820	8	54.9	46.8	57.2	70.2	75.1	65	65.7	63.7	86.4	63.5	0	0	0	1	1	1	1	1	1	1	5	2	5	9	11	8	8	7	14	7
27	20	920	11	59.9	49.1	69.6	72.2	78.8	56.4	77.1	57.9	73.7	66.9	0	0	1	1	1	0	1	0	1	1	6	3	8	9	11	5	11	5	10	8
28	20	930	10	61.4	60.8	58.2	62.4	71.4	51.1	77.8	55.7	70.6	61.3	1	1	0	1	1	0	1	0	1	1	6	6	5	6	9	3	11	5	9	6
29	20	940	17	66.9	57.3	61.4	65.5	83.4	51.1	76.6	67.6	74.6	53.5	1	0	1	1	1	0	1	1	1	0	8	5	6	7	12	3	10	8	10	4
30	20	950	5	58.4	64	56.6	67.5	77.8	61	65.1	66.2	65	50.3	0	1	0	1	1	1	1	1	1	0	5	7	5	8	11	6	7	7	7	3
31	20	930	16	51.3	68.8	63	71.4	78.6	59.4	66.6	67.4	65.6	52.5	0	1	1	1	1	0	1	1	1	0	3	8	7	9	11	6	8	8	7	4
32	20	910	7	51.6	59	68.9	69.3	76.7	52.9	65.5	61.6	49.9	50.1	0	0	1	1	1	0	1	1	0	0	3	5	8	8	11	4	7	6	3	3
33	20	860	16	47.8	61.6	77.6	68.7	85.9	60.6	67.1	57.3	74.5	43.6	0	1	1	1	1	1	1	0	1	0	2	6	11	8	13	6	8	5	10	1
34	20	690	18	59.3	61.1	80.1	73.9	89.8	59.4	63.8	63.1	79.1	54	0	1	1	1	1	0	1	1	1	0	6	7	13	11	16	6	8	7	13	5
35	20	610	5	56.9	70.4	76.3	69.9	87.4	68	74.5	75.9	83.7	50	0	1	1	1	1	1	1	1	1	0	6	10	12	10	16	9	12	12	15	4
36	20	590	14	65.1	70	74.1	70.8	77.2	67.8	63.4	68.1	85.9	62.8	1	1	1	1	1	1	1	1	1	1	9	10	12	11	13	10	8	10	16	8
37	20	600	0	79.6	63.4	76.4	76.1	62.4	64.5	59.1	66.9	80.6	70.6	1	1	1	1	1	1	0	1	1	1	13	8	12	12	8	8	7	9	14	10
38	20	640	15	73.3	64.7	71.8	58.3	82.7	72.2	37.4	70.1	91.7	73.4	1	1	1	0	1	1	0	1	1	1	11	8	11	6	14	11	0	10	17	11
39	20	680	6	74.9	64.4	76	58.9	78.8	67.6	47.8	67.4	82.4	62.1	1	1	1	0	1	1	0	1	1	1	11	8	12	6	13	9	3	9	14	7
40	20	720	7	83.1	66.8	72	65.9	78.2	70.8	53.7	66	73.5	60.4	1	1	1	1	1	1	0	1	1	0	14	9	10	8	12	10	4	8	11	7
41	20	730	18	83.1	68.4	57	54.7	69.7	74.3	53.8	70.6	69.2	68.1	1	1	0	0	1	1	0	1	1	1	14	9	5	5	9	11	4	10	9	9
42	20	650	18	90.5	81.8	58.1	50.2	63.2	67.6	52.7	75.9	58.9	63.4	1	1	0	0	1	1	0	1	0	1	17	14	6	4	8	9	4	12	6	8
1	21	270.5	0	73.8	75.4	97.2	74.8	75.9	91.6	84.2	70.3	64.1	101.5	1	1	1	1	1	1	1	1	1	1	14	15	23	14	15	21	18	13	10	25
2	21	461	8	75.7	78.4	91.2	72.2	76.3	95	70.1	71.1	54.2	92	1	1	1	1	1	1	1	1	0	1	13	14	19	12	13	20	11	11	5	19
3	21	621.5	5	65.9	70	87.7	60.5	75.3	89.1	74.2	75.6	61.1	89.4	1	1	1	0	1	1	1	1	1	1	9	10	16	7	12	16	11	12	7	16
4	21	812	4	51	76.8	81.3	63.5	72.8	77.6	69.6	69	61.6	88.6	0	1	1	1	1	1	1	1	1	1	3	11	12	7	10	11	9	9	7	15
5	21	942.5	4	39.9	78.1	67.6	56.6	66	71.9	66.5	59.7	61	79.1	0	1	1	0	1	1	1	0	1	1	0	11	8	5	7	9	8	6	6	11
6	21	1103	2	45.2	72.9	58.6	44.3	67.5	68.3	62.9	74.1	61	81.5	0	1	0	0	1	1	1	1	1	1	1	9	5	1	7	7	6	9	6	11
7	21	1233.5	5	39.2	74.4	70.9	41.4	67.5	71.4	63.9	78	54	80.2	0	1	1	0	1	1	1	1	0	1	0	8	8	0	7	8	6	9	4	10
8	21	1304	2	50.4	70.3	63.9	47.6	67.2	60	59.1	91.5	59	79.3	0	1	1	0	1	1	1	1	1	1	3	7	6	2	7	5	5	12	5	9
9	21	1344.5	11	62.7	52.7	72.8	56.4	68.8	44.6	65.3	92.6	72.3	71.9	1	0	1	0	1	0	1	1	1	1	5	3	8	4	7	1	6	12	8	8
10	21	1385	5	56.5	57.9	71.4	55.4	54.6	49.7	56.2	86.2	70.8	59.6	0	0	1	0	0	0	0	1	1	1	4	4	7	4	3	2	4	11	7	5
11	21	1425.5	8	60.5	61.6	69.2	64.7	48.9	53.1	52.6	78.4	68.5	48.1	1	1	1	1	0	0	0	1	1	0	5	5	7	6	2	3	3	9	6	2
12	21	1346	14	56.9	63.9	74.5	68.5	55.6	57.6	55.4	77.7	60.1	40.7	0	1	1	1	0	0	0	1	1	0	4	6	8	7	4	4	4	9	5	0
13	21	1146.5	18	52.3	65	81.4	55.5	64.6	62.1	68.4	81.5	67.3	56.1	0	1	1	0	1	1	1	1	1	0	3	6	11	4	6	6	7	11	7	4
14	21	917	6	52.6	70.7	82.3	66	63.1	66.3	57.2	81.6	72.2	57.5	0	1	1	1	1	1	0	1	1	0	4	9	12	7	7	8	5	12	9	5
15	21	747.5	1	49.8	71	84.7	61.5	72.1	64	65.7	85.2	68.3	64.7	0	1	1	1	1	1	1	1	1	1	3	10	14	7	10	8	8	14	9	8
16	21	638	15	65.4	63.8	75.5	62.4	59.4	58.4	70.4	84.3	80.5	66.3	1	1	1	1	0	0	1	1	1	1	8	8	12	7	7	6	10	15	13	9
17	21	528.5	1	65.8	80.1	79.6	63.7	62.6	67.4	75.1	86.5	88.6	64	1	1	1	1	1	1	1	1	1	1	9	14	14	8	8	10	12	16	17	9
18	21	449	12	70.9	75	85.5	63.8	72.2	66.6	83	73.5	88.5	64.9	1	1	1	1	1	1	1	1	1	1	11	13	17	9	12	10	16	12	18	9
19	21	399.5	3	62.7	71.9	85	72.4	71.5	67	86.6	66.9	81.1	68.2	1	1	1	1	1	1	1	1	1	1	9	12	17	12	12	10	18	10	16	11
20	21	410	5	57	66.2	84	81.4	70.2	64.7	82	69	88.7	70.7	0	1	1	1	1	1	1	1	1	1	7	10	17	16	12	9	16	11	18	12
21	21	420.5	10	51	73.4	87.1	85.9	61	63.7	69.1	76.9	86.1	67.8	0	1	1	1	1	1	1	1	1	1	4	13	18	17	8	9	11	14	17	11
22	21	431	11	59.4	66.3	78.6	86.4	61.3	58.7	65.7	78.1	81.4	77.6	0	1	1	1	1	0	1	1	1	1	7	10	14	17	8	7	10	14	15	14
23	21	441.5	20	66.5	69.9	79.2	86.6	71.1	69.3	69.4	88.8	85	85.1	1	1	1	1	1	1	1	1	1	1	10	11	15	17	12	11	11	18	17	17
24	21	512	12	58.2	53.9	69.8	65.8	65.9	71	72.7	79.9	78.2	73.2	0	0	1	1	1	1	1	1	1	1	7	5	11	9	9	11	12	14	14	12
25	21	642.5	18	54.2	56.6	73.1	57.9	66.4	71.6	68.2	75.6	81	67.3	0	0	1	0	1	1	1	1	1	1	5	6	11	6	9	10	9	12	14	9
26	21	833	5	54.2	46.1	69.4	61.5	72.6	72.6	74.6	56.3	72.3	60.3	0	0	1	1	1	1	1	0	1	0	4	2	9	6	10	10	10	5	10	6
27	21	933.5	7	56.9	49.6	69.9	72.6	74.7	66.4	81.5	51.8	67.5	58.5	0	0	1	1	1	1	1	0	1	0	5	3	9	9	10	8	12	3	8	5
28	21	944	19	52.4	58.7	76.4	67.4	80.5	58.5	79.5	64.1	68.3	56.5	0	0	1	1	1	0	1	1	1	0	4	5	10	8	11	5	11	7	8	5
29	21	954.5	4	62.1	65.1	68.5	57.2	78.9	58.9	75.2	68	59.8	60.8	1	1	1	0	1	0	1	1	0	1	6	7	8	5	11	5	10	8	6	6
30	21	905	17	63.4	45.6	62	67.2	80.6	60.8	69.2	74.9	72	57.7	1	0	1	1	1	1	1	1	1	0	7	2	6	8	12	6	8	10	9	5
31	21	855.5	18	66.5	52.7	68.5	70.1	81.1	64.2	83.5	65.7	65.7	49.6	1	0	1	1	1	1	1	1	1	0	8	4	8	9	12	7	13	8	8	3
32	21	836	8	60.6	65.2	60.5	62.4	89.7	67.9	77	67.6	57.4	56.1	1	1	1	1	1	1	1	1	0	0	6	8	6	7	15	8	11	8	5	5
33	21	786.5	12	60.5	67.2	62.1	51.8	86.7	64.4	80.9	69.4	70.8	46.9	1	1	1	0	1	1	1	1	1	0	6	8	7	4	14	8	12	9	9	2
34	21	677	13	66	67.5	75.4	64.6	83.4	66.4	66.3	68.9	83.9	57.4	1	1	1	1	1	1	1	1	1	0	8	9	11	8	14	9	9	9	14	6
35	21	597.5	7	73.9	63.6	79.9	73.5	84.1	63.9	65.8	63.4	87.4	67.6	1	1	1	1	1	1	1	1	1	1	12	8	14	11	15	8	9	8	16	9
38	21	599	10	66.7	62.4	78.3	57.6	73.3	66.1	48.3	72.3	85.6	72.6	1	1	1	0	1	1	0	1	1	1	9	8	13	6	11	9	3	11	15	11
39	21	609.5	18	76.8	66.7	78.8	64.5	77.9	64.7	52.3	70.3	79.4	74.4	1	1	1	1	1	1	0	1	1	1	12	9	13	8	13	8	4	10	13	12
40	21	620	10	74.5	61.5	67.7	61.8	79.8	65.9	56	65	76.7	69.1	1	1	1	1	1	1	0	1	1	1	12	7	9	7	13	9	5	8	12	10
41	21	630.5	9	80.9	53.1	57.2	60.2	68.2	71.8	52.6	65.6	72.2	56.2	1	0	0	0	1	1	0	1	1	0	14	4	6	7	9	11	4	9	11	6
1	22	301	6	71.8	73.9	94.4	66.6	77.4	92.1	77.3	63.7	64.8	99.5	1	1	1	1	1	1	1	1	1	1	13	14	22	11	15	21	15	10	10	24
2	22	492	3	74.4	75.7	87.5	70.2	74.5	92.6	68	65.7	60	103.5	1	1	1	1	1	1	1	1	0	1	12	13	17	11	12	19	10	9	7	23
3	22	623	0	75.4	71.4	86.5	67.1	70.3	87.2	64.6	54.1	61.6	87.1	1	1	1	1	1	1	1	0	1	1	12	11	15	9	10	16	8	5	7	16
4	22	754	10	65.4	83.8	84.6	71.5	60.6	74.8	61	63.4	65.7	91.1	1	1	1	1	1	1	1	1	1	1	8	14	14	10	6	11	7	7	8	16
5	22	915	10	62.6	82.2	71.5	57.4	66.9	73.1	60.4	62.6	65.7	82.1	1	1	1	0	1	1	1	1	1	1	7	12	9	5	8	9	6	7	7	12
6	22	1106	4	44.3	76.5	77.6	50.2	63	61.7	65.5	69.5	64	82.4	0	1	1	0	1	1	1	1	1	1	1	10	10	3	6	6	7	8	6	11
7	22	1237	18	40.7	78.6	68.3	40.5	53.2	61.9	58	68.5	54.9	69.2	0	1	1	0	0	1	0	1	0	1	0	9	7	0	3	5	5	7	4	7
8	22	1308	15	49.4	70.5	76.7	45.8	54	50.7	55.6	76	59.4	79.2	0	1	1	0	0	0	0	1	1	1	2	7	9	2	3	3	4	9	5	9
9	22	1379	9	46.7	60.4	69.3	53.9	54.7	44.2	58.1	78.8	61.8	71.3	0	1	1	0	0	0	0	1	1	1	2	5	7	3	4	1	4	9	5	7
10	22	1420	10	48.4	63.3	64.8	49.5	50.7	40.2	60.5	72.3	65.3	57.1	0	1	1	0	0	0	1	1	1	0	2	5	6	2	3	0	5	7	6	4
11	22	1401	15	47.8	53.1	68	57	52.6	53	58.4	70.9	63.3	50.1	0	0	1	0	0	0	1	1	1	0	2	3	6	4	3	3	4	7	5	2
12	22	1382	9	48.8	53.8	70.2	65.6	50.8	59.4	62.5	75.6	60.7	43.2	0	0	1	1	0	1	1	1	1	0	2	3	7	6	3	5	5	8	5	1
13	22	1183	6	39.3	63.9	69.5	60.3	64.7	67.2	65.3	80.6	66.9	59.3	0	1	1	1	1	1	1	1	1	1	0	6	7	5	6	7	6	10	7	5
14	22	924	13	42.8	74.5	73.4	60.9	59.3	61.8	70.3	76.5	68.3	69.1	0	1	1	1	0	1	1	1	1	1	1	10	10	6	6	6	9	10	8	8
15	22	755	4	52.9	74.2	80.5	66.3	63.6	63.1	69.5	88.5	67.7	64.2	0	1	1	1	1	1	1	1	1	1	4	11	13	8	7	7	9	15	9	8
16	22	646	3	55.9	70.5	88.2	64.4	66.1	59.5	64.8	83.9	78.1	70.2	0	1	1	1	1	0	1	1	1	1	5	10	16	8	9	7	8	14	13	10
17	22	537	13	57.5	76.4	83	63.9	71.2	60.7	67.4	80.1	83.7	67.6	0	1	1	1	1	0	1	1	1	1	6	13	15	8	11	7	10	14	15	10
18	22	458	7	59.5	76.6	80.7	64.3	75.1	65.5	75	81.3	84.1	64.6	0	1	1	1	1	1	1	1	1	1	7	13	15	9	13	9	13	15	16	9
19	22	409	7	62.2	80.2	86.9	78.7	85.7	65.4	74.9	78.4	89	63	1	1	1	1	1	1	1	1	1	1	9	15	18	15	17	10	13	15	18	9
20	22	420	12	62.8	78.6	86.6	92.7	78	69.7	76.2	72.8	93.4	72.4	1	1	1	1	1	1	1	1	1	1	9	14	17	20	14	11	14	12	20	12
21	22	431	16	49.1	74.8	83.3	93.5	66.2	65	73.2	75.6	91.9	73.2	0	1	1	1	1	1	1	1	1	1	4	13	16	20	10	9	12	13	19	12
22	22	442	5	61.9	68.7	76.5	99.1	64.5	67.6	70.9	68.4	98.6	75	1	1	1	1	1	1	1	1	1	1	8	11	14	22	9	10	12	11	21	13
23	22	453	17	67.2	66.9	76.1	88.3	72.2	63.1	78.9	83.8	87.2	82.3	1	1	1	1	1	1	1	1	1	1	10	10	13	18	12	9	14	16	17	16
24	22	554	13	68.9	67.6	76.3	62.6	65	62.2	72.4	69.8	75.7	81.8	1	1	1	1	1	1	1	1	1	1	10	10	13	8	9	8	11	10	12	14
25	22	685	7	63.7	60.1	70.9	63.7	62.3	77.4	75.4	69.4	79.8	70.5	1	0	1	1	1	1	1	1	1	1	8	7	10	8	7	12	11	10	13	10
26	22	816	5	60	46.8	80.7	55.8	74.3	80.3	81.8	67.9	65.6	63.5	0	0	1	0	1	1	1	1	1	1	6	2	12	5	10	12	13	8	8	7
27	22	947	11	47	56	80.6	63.4	69.1	65.5	82.5	57.4	72.6	63.2	0	0	1	1	1	1	1	0	1	1	2	5	11	7	8	7	12	5	9	7
28	22	958	10	44.7	67.8	72.9	61.3	74.1	61	78.2	66.6	63.9	64.9	0	1	1	1	1	1	1	1	1	1	1	8	9	6	10	6	11	7	7	7
29	22	909	16	56.7	67.3	66.7	66.9	82.2	69.2	81.6	60.8	68.4	60.1	0	1	1	1	1	1	1	1	1	1	5	8	8	8	12	8	12	6	8	6
30	22	860	14	69.9	65	73	57.3	82	73.5	77.7	73.5	73.3	59.9	1	1	1	0	1	1	1	1	1	0	9	7	10	5	12	10	11	10	10	6
31	22	811	19	72.1	58.5	74.3	58.7	74.4	62.6	76.3	72.9	72.9	54.2	1	0	1	0	1	1	1	1	1	0	10	6	10	6	10	7	11	10	10	4
32	22	762	2	64.8	60.1	56.7	67.5	75.2	74.4	68.1	73.3	75.6	49.9	1	0	0	1	1	1	1	1	1	0	8	6	5	9	11	11	9	10	11	3
33	22	713	7	65.3	60.7	71	58.8	84.1	56.7	77.7	67.7	80.7	52.1	1	1	1	0	1	0	1	1	1	0	8	7	10	6	14	5	12	9	13	4
34	22	664	14	66.2	66.5	73.5	64	93	62.1	75.9	66.5	78.3	69.9	1	1	1	1	1	1	1	1	1	1	9	9	11	8	17	7	12	9	12	10
35	22	585	6	79.5	64.7	79.3	67.1	88	62.6	70.4	69	82.9	71.4	1	1	1	1	1	1	1	1	1	1	13	9	13	9	16	8	10	10	15	11
1	23	301.5	2	70.7	74.6	78.1	66.9	75.1	87.9	76.3	63.2	66.7	81.5	1	1	1	1	1	1	1	1	1	1	13	14	15	11	14	19	15	10	11	17
2	23	493	0	63.5	75.5	82.6	73.6	67.4	79.6	65.1	60.4	55.9	93.6	1	1	1	1	1	1	1	0	0	1	9	13	15	12	10	14	9	7	6	19
3	23	624.5	7	79.3	82.9	84.2	67.7	59.7	85.1	65.5	50.7	59	88.7	1	1	1	1	0	1	1	0	0	1	13	14	15	9	7	15	9	4	6	16
4	23	756	19	74.5	92.5	85	70	57.7	85	59.1	52.8	59.5	90	1	1	1	1	0	1	0	0	0	1	11	16	14	9	6	14	6	4	6	15
5	23	887.5	7	68.6	92.5	78.7	58.5	47.9	76.8	69	57.3	63.3	82.4	1	1	1	0	0	1	1	0	1	1	8	15	11	5	2	11	8	5	7	12
6	23	1109	19	53	84.4	90.9	53.3	57	64.1	64.1	56.6	61.2	78.6	0	1	1	0	0	1	1	0	1	1	3	12	13	4	4	6	6	4	6	10
7	23	1150.5	10	50.4	78.5	78	51.6	55.2	53	64.8	59.7	59.9	79.3	0	1	1	0	0	0	1	1	1	1	3	10	10	3	4	3	6	5	5	10
8	23	1312	0	50.5	74.1	75.4	50.7	42.3	44.1	54.5	75	59.7	76.5	0	1	1	0	0	0	0	1	1	1	3	8	8	3	1	1	4	8	5	9
9	23	1353.5	15	51.2	66.9	72	49.7	50.2	36.2	54.1	72.3	63.4	71.6	0	1	1	0	0	0	0	1	1	1	3	6	7	2	3	0	3	8	6	7
10	23	1395	2	39.1	63.9	68.1	41.5	50.5	39	57.7	80.5	67.7	67.4	0	1	1	0	0	0	0	1	1	1	0	6	7	1	3	0	4	9	6	6
11	23	1406.5	19	43.1	56.1	62.5	48.8	48.7	50.9	63.7	76.9	62.4	55.3	0	0	1	0	0	0	1	1	1	0	1	4	5	2	2	3	5	8	5	4
12	23	1388	5	51.2	68.8	59.2	53.5	47	61.5	62.1	77.8	60.9	58	0	1	1	0	0	1	1	1	1	0	3	7	5	3	2	5	5	9	5	4
13	23	1189.5	16	49.7	70.8	67.2	58.2	52.5	68.4	65.5	81.4	62.4	63.4	0	1	1	0	0	1	1	1	1	1	3	8	7	5	3	7	6	10	6	6
14	23	931	16	49.6	62.6	67	65.2	61.8	63.7	76	75.2	65.1	69.2	0	1	1	1	1	1	1	1	1	1	3	6	8	7	6	7	10	10	7	8
15	23	792.5	2	51.4	73.2	63.8	62.2	61.7	63.3	71	79.3	61	59.4	0	1	1	1	1	1	1	1	1	0	4	10	7	7	7	7	9	12	6	6
16	23	684	14	58.1	78.5	74.2	54.3	56.2	62	65	82.4	64.3	62.6	0	1	1	0	0	1	1	1	1	1	6	12	11	5	5	7	8	14	8	7
17	23	575.5	19	51	86	81.2	53.6	68.6	72.6	60.1	75.5	67.8	69.7	0	1	1	0	1	1	0	1	1	1	4	16	14	5	10	11	7	12	10	10
18	23	497	1	51.3	87.8	87.7	71.7	82.4	66.6	66.2	82.7	84.4	64.9	0	1	1	1	1	1	1	1	1	1	4	17	17	11	15	10	10	15	16	9
19	23	418.5	16	61	82.9	73.3	74.8	85.5	67.6	79.6	83.3	93	52.4	1	1	1	1	1	1	1	1	1	0	8	16	13	13	17	11	15	16	20	5
20	23	430	7	59.5	92.5	72.6	87.5	79.1	66.5	75.5	85.9	91.3	62.7	0	1	1	1	1	1	1	1	1	1	7	19	12	18	15	10	13	17	19	9
21	23	441.5	11	56	80	89.2	94.1	70.9	70.7	80.7	76.1	95.3	66.2	0	1	1	1	1	1	1	1	1	1	6	15	18	20	12	11	15	13	20	10
22	23	453	17	52.3	72.3	81.6	92.5	80.7	80.9	81.9	71.6	93.8	75.8	0	1	1	1	1	1	1	1	1	1	5	12	15	19	15	15	15	12	20	13
23	23	464.5	18	59.9	72.4	84.8	82.8	75.3	72.5	77.7	65.7	91.9	73.4	0	1	1	1	1	1	1	1	1	1	7	12	16	16	13	12	14	10	19	12
24	23	596	11	64.5	70.6	74.2	76.2	75	79	67.4	59.2	79.3	63.1	1	1	1	1	1	1	1	0	1	1	8	10	12	12	12	13	9	7	13	8
25	23	757.5	14	59.1	73	76.7	61.1	68.8	75.5	76.9	53.9	74.4	73.4	0	1	1	1	1	1	1	0	1	1	6	10	11	7	9	11	11	4	11	10
26	23	889	13	60.5	65.2	74.3	58.6	71.1	73.2	73.7	60.7	65.3	73.3	1	1	1	0	1	1	1	1	1	1	6	7	10	5	9	10	10	6	7	10
27	23	900.5	9	67.5	69.2	83.4	68.9	70.5	69.3	78.6	62.1	62.3	62.8	1	1	1	1	1	1	1	1	1	1	8	8	12	8	9	8	11	6	6	7
28	23	912	17	59.5	71.5	71.9	75.8	74.2	69.3	83	55	65.8	65.8	0	1	1	1	1	1	1	0	1	1	6	9	9	10	10	8	12	4	7	7
29	23	893.5	6	62	76.7	73.6	70	77.8	60.3	79.5	62.2	63	71.9	1	1	1	1	1	1	1	1	1	1	6	11	10	9	11	6	11	6	7	9
30	23	845	19	63.2	71.3	77.2	61.3	84.8	65	69.1	69.5	74	66	1	1	1	1	1	1	1	1	1	1	7	9	11	6	13	7	9	9	10	8
31	23	796.5	16	66.1	74.2	65.5	70.3	74.6	72.3	67.8	80.8	75.7	60.6	1	1	1	1	1	1	1	1	1	1	8	10	8	9	11	10	8	12	11	6
32	23	718	9	67.4	67.6	71.4	65.4	71.2	70.1	70.4	71.2	69.3	55.6	1	1	1	1	1	1	1	1	1	0	9	9	10	8	10	10	10	10	9	5
33	23	669.5	0	61.6	64.8	78.9	63.9	92.4	66.3	73.1	63.8	79.1	62.2	1	1	1	1	1	1	1	1	1	1	7	8	13	8	17	9	11	8	13	7
34	23	591	20	78.8	63.8	70.7	59.5	95.6	63.8	82.8	61.3	83.1	69.2	1	1	1	0	1	1	1	1	1	1	13	8	10	7	19	8	15	7	15	10
2	24	374	2	75.6	76.4	85.7	75.6	72.9	84.3	65.3	70.9	53.6	92.8	1	1	1	1	1	1	1	1	0	1	14	14	18	14	13	17	10	12	6	20
3	24	566	13	77.6	82.3	89.5	70.5	60.3	88.8	70.8	68	61.9	82.7	1	1	1	1	0	1	1	1	1	1	13	15	17	11	7	17	11	10	8	15
4	24	728	5	66.4	89.1	84.6	61.3	57.1	93.5	58	58.7	67	83.3	1	1	1	1	0	1	0	0	1	1	8	15	14	7	5	17	6	6	9	14
5	24	890	15	69.4	85.2	79.2	45.9	51.5	80.9	61.7	54.7	60	92.2	1	1	1	0	0	1	1	0	0	1	9	13	11	2	3	12	6	4	6	15
6	24	1022	20	55.6	75.4	81.8	45.1	60.4	63.3	64.8	56	56.9	84.6	0	1	1	0	1	1	1	0	0	1	4	10	11	1	6	6	7	4	5	12
7	24	1154	12	53.6	73.5	86.4	49.3	50.8	60.7	59	58.8	65.2	70.2	0	1	1	0	0	1	0	0	1	1	4	9	12	2	3	5	5	5	6	8
8	24	1316	15	56.1	66.4	82.1	48.6	55.2	54.3	55.3	66.6	56.9	60.8	0	1	1	0	0	0	0	1	0	1	4	6	10	2	4	4	4	6	4	5
9	24	1358	15	53.6	70	78.5	43.2	51.4	34.2	46.6	68.8	66.2	61.4	0	1	1	0	0	0	0	1	1	1	3	7	9	1	3	0	2	7	6	5
10	24	1400	8	54.2	65.1	74.2	57.6	42.6	44.9	51.5	86.1	63.7	67.9	0	1	1	0	0	0	0	1	1	1	3	6	8	4	1	1	3	10	5	6
11	24	1412	12	54.3	69.5	64	51.3	49.7	50.1	45.2	89.3	60.2	62.6	0	1	1	0	0	0	0	1	1	1	3	7	6	3	2	2	1	11	5	5
12	24	1424	20	52	64.7	56.5	55.6	50.4	64.5	51.8	76.9	59.9	59.2	0	1	0	0	0	1	0	1	1	1	3	6	4	4	3	6	3	8	5	4
13	24	1196	13	52.5	71.1	72	57.4	48.3	56	62.5	77.1	60.3	59.5	0	1	1	0	0	0	1	1	1	1	3	8	8	4	2	4	6	9	5	5
14	24	998	17	52.2	68.8	70.9	64.5	53.4	68.8	63.3	78.9	67.8	65.7	0	1	1	1	0	1	1	1	1	1	3	8	9	7	4	8	6	11	8	7
15	24	830	9	57.8	76.2	80.3	63.7	59.7	67.9	69.9	77.7	63.8	70	0	1	1	1	0	1	1	1	1	1	5	11	12	7	6	8	9	11	7	9
